name,business_type,website,lat,lon,address_line1,address_line2,postcode
Bills Restaurant Ltd,Restaurant,,51.7337539,0.4761063,Bill's,,CM1 1GD
Birketts LLP,Restaurant,,51.7280254,0.4646088,Brierly Place,,CM2 0AP
Black Sheep Coffee,Restaurant,,51.7322782,0.4745005,61 High Street,,CM1 1DH
Boom Battle Bar,Restaurant,,51.7336919,0.4755497,106 - 108 Bond Street,,CM1 1GH
BP South Woodham Ferrers Connect,Restaurant,,51.651123046875,0.596130013465881,South Woodham Ferrers SF Connect,Chelmsford,CM3 5BQ
Brambles Restaurant,Restaurant,,51.73134,0.473919,220 Moulsham Street,,CM2 0LR
Brick Lane Bagel,Restaurant,,51.7316599,0.4761033,Brick Lane Bagels,Chelmsford,CM2 6FD
Broomfield FC Services Ltd,Restaurant,,51.765527,0.475846,Mill Lane,Essex,CM1 7BQ
Broomfield Village Hall,Restaurant,,51.762385,0.473485,Broomfield Community Centre,Chelmsford,CM1 7AH
Butts Green Garden Centre And Cafe Ltd,Restaurant,,51.706554,0.5397,Sandon Garden Centre,Chelmsford,CM2 7RW
Cafe 89,Restaurant,,51.7329001,0.4744332,The Range,,CM1 1BE
Cafe Nero,Restaurant,,51.733774,0.473226,96 High Street,,CM1 1DX
Cafe On The Water,Restaurant,,51.649116,0.512475,Fishing Lodge,South Hanningfield,CM3 8HX
Cafe Pausa,Restaurant,,51.7234982,0.4540488,11 Clock Tower Retail Park,,CM1 3FJ
Caffe Marconi,Restaurant,,51.7170086,0.4895506,Hamptons Sports And Leisure,Chelmsford,CM2 9FH
Call Of The Wild Zoo Ltd,Restaurant,,51.6487617492676,0.591921985149384,Call Of The Wild Zoo,Chelmsford,CM3 5QZ
Catering Connection,Restaurant,,51.7049553,0.5028063,Marconi Leisure FC,Great Baddow,CM2 8FR
Caterplus At McCarthy And Stone Miami House,Restaurant,,51.7214431762695,0.460808992385864,McCarthy & Stone Miami House,Essex,CM2 9GE
Central Park Cafe,Restaurant,,51.7326395,0.4641504,Central Park Pavilion Block,Essex,CM1 1LQ
Channels Food And Beverage Ltd,Restaurant,,51.772701,0.496794,Channels Golf Club,Chelmsford,CM3 3PT
Chelmer Inn,Pub,,51.736602,0.506535,34 Village Square,Essex,CM2 6RF
Chelmsford City Football Club Events Limited,Restaurant,,,,Chelmsford Sport And Athletic Centre,,CM1 2EH
Chelmsford Community Church,Restaurant,,51.7472076416016,0.439783006906509,United Reformed Church,Essex,CM1 2LQ
Chelmsford Conservative Club,Pub,,51.725031,0.465175,101 Moulsham Street,,CM2 0JG
Chelmsford Golf Club Ltd,Pub,,51.718386,0.455272,Chelmsford Golf Club,Essex,CM2 9AP
Chelmsford Society Of Model Engineers,Restaurant,,51.7333755493164,0.457895010709763,Meteor Way,,CM1 2RL
Chelmsford Theatre,Restaurant,,,,Civic Theatre,Chelmsford,CM1 1JG
Chelmsford Theatre Workshop,Restaurant,,51.737394,0.48449,233 Springfield Road,,CM2 6JT
Chennai Dosa,Restaurant,,51.7371474,0.4734632,32-33 New Street,,CM1 1PH
Chillis Indian Fusion,Restaurant,,51.644692,0.618983,First Floor,South Woodham Ferrers,CM3 5XF
China Kitchen,Restaurant,,51.6445873,0.6182508,10-12 Heralds Way,Essex,CM3 5TQ
Churchill Catering Ltd,Restaurant,,51.735737,0.47694,Riverside Ice And Leisure Centre,,CM1 1FG
City Diner,Restaurant,,51.733911,0.472292,6 Exchange Way,,CM1 1XB
City Of Chelmsford Mencap,Restaurant,,51.728273,0.473954,56 Mildmay Road,,CM2 0DZ
Clay Pigeon Bar And Restaurant,Restaurant,,51.710731,0.466974,The Clay Pigeon,Essex,CM2 8AS
Club Bar And Grill @ Club Woodham,Pub,,51.644743,0.61754,5 - 7 Baron Road,,CM3 5XQ
Club Tantalize,Pub,,51.731128692627,0.473641008138657,20 Barrack Square,,CM2 0UU
Coffee And Cake At The Close,Restaurant,,51.74932,0.483594,10 Meon Close,,CM1 7QQ
Coffee Lounge,Restaurant,,51.644742,0.618364,21 Heralds Way,Essex,CM3 5TQ
Coffee Squared Limited,Restaurant,,51.7430400109132,0.49590998305502,61 Centenary Way,,CM1 6AU
Cookies And Cones,Restaurant,,51.7338643,0.4757655,135 Bond Street,,CM1 1GD
Cornerstone Cafe,Restaurant,,51.7371421,0.4640795,Unit 2,Chelmsford,CM1 2XL
Cornish Bakery,Restaurant,,51.7330835,0.4742694,26 High Street,,CM1 1YJ
Cosy Club Chelmsford,Restaurant,,51.7325592041016,0.477402001619339,Cosy Club,Chelmsford,CM2 6JX
Cote Brasserie,Restaurant,,51.733911,0.472292,1 Exchange Way,,CM1 1XB
Crondon Park Golf And Country Club,Restaurant,,51.677797,0.447695,Crondon Park Golf Club,Ingatestone,CM4 9DP
Curry & Cocktails,Restaurant,,51.7369747,0.4727013,Imperial House,Essex,CM1 1NY
Danbury Leisure Centre,Restaurant,,,,Danbury Sports And Social Centre,Chelmsford,CM3 4NQ
Ditto,Pub,,51.7286262512207,0.470454007387161,53 - 54 Moulsham Street,,CM2 0JA
Djangos Speciality Coffee House,Restaurant,,51.7326271,0.4757753,6 - 9 Grays Brewery Yard,,CM2 6QR
Driink,Restaurant,,51.730110168457,0.47689300775528,39B Baddow Road,,CM2 0DB
Eagle And Hind,Pub,,51.716602,0.475126,Gloucester Avenue,,CM2 9LG
ECL Highfields,Restaurant,,51.7227325439453,0.461472004652023,Highfield Resource Centre,,CM2 9AQ
Eggfree Cake Box,Restaurant,,51.734066,0.470895,3 Market Road,,CM1 1XA
Ego @ The Running Mare,Restaurant,,51.7029583,0.4630144,The Running Mare,Chelmsford,CM2 8PN
El Chigre,Restaurant,,51.73002,0.472978,34A Moulsham Street,,CM2 0HX
Elachi Fine Indian Cuisine,Restaurant,,51.644003,0.616818,1B Guild Way,Essex,CM3 5TG
Elior Fontanella,Restaurant,,51.774595,0.465411,Costa Coffee,Broomfield,CM1 7ET
Emeralds,Pub,,51.7297867,0.4723803,37 Moulsham Street,,CM2 0HY
Essex County Cricket Club,Restaurant,,51.732057,0.468063,Essex County Ground,,CM2 0PG
Essex Dementia Care,Restaurant,,51.762385,0.473485,Broomfield Community Centre,Chelmsford,CM1 7AH
Essex Dementia Care,Restaurant,,51.7136917114258,0.520642995834351,Village Hall,Chelmsford,CM2 7SQ
Essex Partnership University NHS Foundation Trust,Restaurant,,51.776802,0.460965,Edward House,Chelmsford,CM1 7LF
Eurest C/o Royal Mail,Restaurant,,51.7519925,0.5184667,Royal Mail South East Anglia Mail Centre,Chelmsford,CM2 5AA
Everyman Cinema,Restaurant,,51.734816,0.475412,70 Bond Street,,CM1 1GH
Eyott Sailing Club,Restaurant,,51.639288,0.597511,Eyotts Farm,Chelmsford,CM3 7AL
Falcon Bowling And Social Club,Restaurant,,51.7685623168945,0.492217004299164,Channels Drive,,CM3 3FB
Fancy Fry,Restaurant,,51.731215,0.474737,9 Moulsham Street,,CM2 0HR
Fete,Restaurant,,51.7326577,0.4752353,10 - 13 Grays Brewery Yard,,CM2 6QR
Five Guys,Restaurant,,51.7340766,0.4736574,7 High Street,,CM1 1BE
FoodCycle Chelmsford,Restaurant,,51.7343254089355,0.492664009332657,Springfield Park Baptist Church,Essex,CM2 6EB
Fox & Raven,Pub,,51.731483,0.497374,The Fox And Raven,Chelmsford,CM2 6NL
Fox And Goose/The Bakehouse,Pub,,51.7214231,0.3711485,Fox And Goose,Chelmsford,CM1 3SN
Fox And Hounds,Pub,,51.7179008,0.4606554,89 Wood Street,,CM2 9BQ
Fridays,Restaurant,,51.7324663,0.4766946,24 - 30 Springfield Road,,CM2 6JX
Fully Loaded,Pub,,51.73636,0.482661,Oddfellows Arms,,CM2 6JP
Gails Chelmsford,Restaurant,,51.7331504,0.4736503,GAIL's,,CM2 0NA
Galleywood & District Social Club,Pub,,51.697424,0.467263,Galleywood & District Social Club,Chelmsford,CM2 8QL
Galleywood Cricket And Football Club,Pub,,51.702129,0.465044,Sports Pavilion,Chelmsford,CM2 8RW
Galvin Green Man,Pub,,51.805191,0.45977,The Green Man,Chelmsford,CM3 1BG
Gardeners,Pub,,51.753988,0.494211,The Gardeners,Chelmsford,CM1 6XW
Garrison Tavern,Pub,,51.7344024,0.4735594,The Garrison,,CM1 1BE
Geek Retreat,Restaurant,,51.7379594,0.4704172,48 Cunard Square,Essex,CM1 1AQ
German Doner Kebab,Restaurant,,51.731215,0.474737,5 Moulsham Street,,CM2 0HR
Giggling Squid,Restaurant,,51.7344717,0.4759207,The Giggling Squid (Chokdee Ltd),,CM1 1GD
Golden Fleece/PA/DM/88th/VM/SC/MG/H&B,Pub,,51.735192,0.470378,84 Duke Street,,CM1 1JP
Grand Cochin,Restaurant,,51.737034,0.466625,43 Duke Street,,CM1 1JA
Grange,Pub,,51.7567316,0.5235126,The Grange Public House,Chelmsford,CM3 3HJ
Great Baddow Barn,Restaurant,,51.706519,0.485432,The Great Baddow Barn,Chelmsford,CM2 8NE
Great Baddow Millennium Community Centre,Pub,,51.718509,0.49553,Baddow Road,,CM2 9RL
Greek Bites,Restaurant,,51.73002,0.472977,34 Moulsham Street,,CM2 0HX
Greenhouse Cafe Chelmsford,Restaurant,,51.7462403,0.5091922,Longacres Garden Centre,Chelmer Village,CM2 5PX
Greggs PLC,Restaurant,,51.7336367,0.4719099,Greggs,Essex,CM1 1XD
Hanningfield Reservoir Visitors Centre Essex Wildlife Sales,Restaurant,,51.6469116210938,0.492428988218308,Essex Wildlife Trust,Hawkswood Road,CM11 1WT
Haybarn Tearooms,Restaurant,,51.623686,0.568821,Hawk Hill,Essex,SS11 7RE
Hazelwood Bar & Restaurant T/A Pakwaan,Restaurant,,51.729885,0.4301561,Pakwaan,Chelmsford,CM1 3EY
Heidis,Restaurant,,51.63427734375,0.53967297077179,69 St Lukes Way,,SS11 7JJ
Henris Fish \& Grill,Restaurant,,51.7164269,0.5907413,Stratford House,Chelmsford,CM3 4QW
Hoofing Coffee,Restaurant,,51.7417286,0.5071334,27 Montrose Road,Essex,CM2 6TE
Hope Cafe And Soft Play,Restaurant,,51.7308731079102,0.450168997049332,Hall,Chelmsford,CM1 2TS
Horse And Groom,Restaurant,,51.741382,0.434052,Roxwell Road,Essex,CM1 3RU
Horse And Groom P H,Pub,,51.699673,0.459918,Horse And Groom,Chelmsford,CM2 8PL
Horseshoe Tearoom,Restaurant,,51.697628,0.463121,Galleywood Heritage Centre,Chelmsford,CM2 8TS
Hot Box Cafe,Restaurant,,51.7355287,0.4666106,28 - 29 The Arches,,CM1 1TS
Hotwok,Restaurant,,51.644692,0.618982,1 Reeves Way,Essex,CM3 5XF
Humblespudds,Restaurant,,51.7335319519043,0.470122009515762,Kiosk 16 Chelmsford Market,Chelmsford,CM1 1LE
Hylands House,Restaurant,,51.711514,0.435907,London Road,,CM2 8WQ
Il Palazzo,Restaurant,,51.737034,0.466625,46 Duke Street,,CM1 1JA
Indian Night/Curry Chef,Restaurant,,51.718545,0.451546,Indian Nights,Essex,CM2 8TE
Ingatestone Saddlery Cafe,Restaurant,,51.6936436,0.4252907,Whites Place,Ingatestone,CM4 0ES
International Bible Students Association,Restaurant,,51.6813416,0.4731255,1 Kingdom Way,,CM2 8FW
Ivory Peg,Pub,,51.733037,0.473605,19 - 21 New London Road,,CM2 0NA
Jamaica Blue,Restaurant,,51.734632,0.476039,141 Bond Street,,CM1 1GD
Jaynes Before And After School Club,Restaurant,,51.759703,0.473976,Broomfield Methodist Church,Chelmsford,CM1 7AG
John Lewis,Restaurant,,51.734816,0.475412,50 Bond Street,,CM1 1GH
JubiLatte,Restaurant,,,,St Johns Church,,CM2 0JD
Jump Street,Restaurant,,51.7436819,0.507154,12 - 13 Richmond Road,Essex,CM2 6UA
Kauai Chelmsford,Restaurant,,51.7306251525879,0.46552300453186,Virgin Active Health Club,,CM2 0RR
Kingpins Bowl,Restaurant,,51.734066,0.470896,Chancellor Hall,Essex,CM1 1XA
Kings Coffee House,Restaurant,,51.730764,0.47393,11 Moulsham Street,,CM2 0HU
Lantern House,Restaurant,,51.737847,0.465583,17 - 21 Broomfield Road,,CM1 1SY
Lanthong Thai Restaurant,Restaurant,,51.730433,0.474709,6A Baddow Road,,CM2 0DG
"Las Iguanas / Kick-ass Burrito / Super Nonna Pasta, Presto",Restaurant,,51.734632,0.476039,123 - 125 Bond Street,,CM1 1GD
Lathcoats Fruit Farm & The Bee Shed,Restaurant,,51.710023,0.476258,Lathcoates Fruit Farm,Chelmsford,CM2 8LX
Leez Priory,Restaurant,,51.838221,0.464532,Hartford End,,CM3 1JP
Little Channels Waltham Barns,Restaurant,,51.778989,0.486108,Regiment Way Golf Centre,Chelmsford,CM3 3PR
Little Smarties Nursery,Restaurant,,51.6868438720703,0.476381987333298,1 Five Tree Works,Chelmsford,CM2 8LD
Loubees Tearoom,Restaurant,,51.7288488,0.470794,56 Moulsham Street,,CM2 0JA
Lounge India,Restaurant,,51.6981391906738,0.466217011213303,Stock Road,Essex,CM2 8PS
Luigis Al Fresco @ The Griffin,Restaurant,,51.7177271,0.5745062,The Griffin,Chelmsford,CM3 4DH
L'unico Ristorante,Restaurant,,51.7323105,0.4731121,Lunico Ristorante,,CM2 0ND
Mango Restaurant And Bar,Restaurant,,51.644742,0.618364,14 - 18 Heralds Way,Essex,CM3 5TQ
Maries Hot Stuff  Baddow Park Cafe,Restaurant,,51.695719,0.495592,Baddow Park,Chelmsford,CM2 7SY
Marlborough Highways,Restaurant,,51.7720909118652,0.487347990274429,McDonald Highway Services,Chelmsford,CM3 3FY
Marsh Farm Animal Adventure Park,Restaurant,,51.635237,0.6139,Marsh Farm Country Park,Chelmsford,CM3 5WP
Martellas,Restaurant,,51.736602,0.506535,18 Village Square,,CM2 6RF
Meadow Croft Kitchen,Restaurant,,51.6413659,0.5813656,Meadowcroft Nursery,Wickford,SS11 7QU
Mexican Kitchen,Restaurant,,51.624989,0.539563,9 Runwell Road,Essex,SS11 7PS
Middletons Steak House And Grill,Restaurant,,51.733562,0.474344,2 High Street,,CM1 1BE
Mila,Restaurant,,51.700404,0.470508,61 Watchouse Road,,CM2 8PU
Miller And Carter,Restaurant,,51.731483,0.497374,The Barnes Farm,Chelmsford,CM2 6NL
Mooboo Chelmsford,Restaurant,,51.7330439,0.4735867,Ladbrokes,,CM2 0NA
Mosaic Restaurant,Restaurant,,51.7351795,0.4814955,Mosaic,,CM2 6LF
Moto Pizza,Restaurant,,51.7302889,0.4750145,24 Baddow Road,,CM2 0DG
Moulsham Cafe,Restaurant,,51.729552,0.472126,47 Moulsham Street,,CM2 0HY
Mowgli Street Food,Restaurant,,51.734632,0.476039,121 Bond Street,,CM1 1GD
Mr Cavendish,Restaurant,,51.7373466491699,0.463788986206055,3 Rainsford Road,,CM1 2PZ
Mr Ramz,Restaurant,,51.73001,0.472151,209 - 209A Moulsham Street,,CM2 0LG
Muffin Break,Restaurant,,51.731678,0.476225,BBS Coffee And Muffins Ltd,Chelmsford,CM2 6FD
Munch,Restaurant,,51.743936,0.463814,4 Corporation Road,,CM1 2AR
Munchies,Restaurant,,51.649262,0.609242,4 Warwick Parade,Chelmsford,CM3 5JT
Nash And Smashed,Restaurant,,51.7306913,0.474269,6B Baddow Road,,CM2 0DG
New Sports Centre,Pub,,51.779468,0.456065,New Sports Centre,Chelmsford,CM1 7EY
Newland Hall,Restaurant,,51.762725,0.369679,Bishops Stortford Road,Essex,CM1 4LH
Niffers Cafe Chelmsford,Restaurant,,51.725269317627,0.453386008739471,5 Chelmsford Trade Park,,CM1 3AR
Ninja Warrior UK Chelmsford,Restaurant,,51.7322487,0.4774611,Ninja Warrior UK,Chelmsford,CM2 6JX
Nuffield Health & Fitness,Restaurant,,,,Nuffield Health Fitness & Wellbeing Centre,Victoria Road,CM1 1AN
Odeon Cinema,Restaurant,,51.730921,0.475923,Odeon Cinema,Essex,CM2 6FH
Old Chelmsfordians,Pub,,51.739879,0.4402,Hall,Writtle,CM1 2NS
Old Stable Tea Rooms,Restaurant,,51.748278,0.572162,Paper Mill Lock,Chelmsford,CM3 4BS
Olio On The Green,Restaurant,,51.730834,0.427518,12 - 14 The Green,Essex,CM1 3DU
Olio On The Ridge Ltd,Restaurant,,51.7344095,0.5773954,The Generals Arms,Chelmsford,CM3 4SX
One Green Bottle,Pub,,51.6249580383301,0.576331973075867,Unit 20,Battlesbridge,SS11 7RH
Oriental House,Restaurant,,51.7177047729492,0.501203000545502,14 The Vineyards,Essex,CM2 7QS
Otaru Sushi And Grill / Pho & Laksa House,Restaurant,,51.730532,0.4749989,Ground & First Floor,,CM2 0BX
Panners Of Danbury,Restaurant,,51.7187141,0.5696828,The Spinney,Chelmsford,CM3 4DL
Perlas Grill Ltd,Restaurant,,51.7306643,0.4725586,10 Parkway,,CM2 0NF
Perrywood Buckhatch,Restaurant,,51.6605429,0.5611114,Buckhatch Nurseries,Chelmsford,CM3 8EW
Petes Place Cafe And Coffee Shop,Restaurant,,51.636258,0.472945,2 Heath Road,Essex,CM11 1HU
Phoebes Pantry,Restaurant,,51.6451326,0.6179931,46 Baron Road,,CM3 5XQ
Pinchos Wine Bar And Tapas Restaurant,Restaurant,,51.7307747,0.4745777,3A Baddow Road,,CM2 0BX
Pizza Express,Restaurant,,51.73134,0.473918,219 Moulsham Street,,CM2 0LR
Popeyes,Restaurant,,51.731743,0.4746008,51 - 52 High Street,,CM1 1DH
Popworld,Pub,,51.732944,0.476729,7 Springfield Road,,CM2 6JE
Pret A Manger,Restaurant,,51.7337735,0.4737228,PRET A MANGER,,CM1 1BE
Prezzo,Restaurant,,51.7346305847168,0.476038992404938,113 - 115 Bond Street,,CM1 1GD
Q Ball Snooker Centre,Pub,,51.731272,0.47335,1 Barrack Square,,CM2 0UU
Quart Pot,Pub,,51.622754,0.534367,Runwell Road,Essex,SS11 7PN
Queenies,Restaurant,,51.7338866,0.473285,90 High Street,,CM1 1DX
Queens Head,Pub,,51.758056640625,0.54306697845459,Church Road,,CM3 3EG
Queens Head PH,Pub,,51.729148,0.465269,The Queens Head,Essex,CM2 0AS
R A F A Club,Pub,,51.729795,0.473399,RAF Association Club,,CM2 0HG
Radio City Social,Pub,,51.7355634,0.4666705,35 - 36 The Arches,,CM1 1TS
Railway Tavern,Pub,,51.735767,0.469134,63 Duke Street,,CM1 1LW
Recess Coffee Shop,Restaurant,,51.7315177,0.4742219,Recess,,CM2 0UU
Recipe For Results,Restaurant,,51.6554908752441,0.43190398812294,South Hill Farm,Ingatestone,CM4 9PD
Red Beret,Pub,,51.749421,0.454855,26 Melbourne Avenue,,CM1 2DX
Remus Memorial Horse Sanctuary,Restaurant,,51.6566429138184,0.400835990905762,Little Farm,Ingatestone,CM4 9NZ
Rettendon Bell,Pub,,51.6550907,0.5483982,The Rettendon Bell,Chelmsford,CM3 8DY
RHS Garden Hyde Hall,Restaurant,,51.6665153503418,0.574396014213562,Restaurant And Gardens,Rettendon Common,CM3 8ET
Rinas Cafe,Restaurant,,51.729115,0.456535,Unit 12A,Chelmsford,CM1 2QE
Robins Pie And Mash,Restaurant,,51.7318167,0.4746346,Robins Pie And Mash Chelmsford Ltd,,CM1 1DH
ROK Kitchen,Restaurant,,51.7293359,0.4711536,181 Moulsham Street,,CM2 0LG
Rose & Bumble,Restaurant,,51.643865,0.6163588,51 Inchbonnie Road,Essex,CM3 5FD
Rose And Crown,Pub,,51.73003,0.42633,57 The Green,Essex,CM1 3DT
Rose And Crown,Pub,,51.790111,0.4653,The Rose And Crown,Chelmsford,CM3 1AG
Rose Cafe,Restaurant,,51.709208,0.442601,The Rose Cafe,Chelmsford,CM2 8TG
Rose Of India,Restaurant,,51.737547,0.464466,30 Rainsford Road,,CM1 2QD
Roti Mojo,Restaurant,,51.729885,0.4301561,Pakwaan,Chelmsford,CM1 3EY
Royal Engineers Social Club,Pub,,51.73592,0.481078,Ubique Hall,Essex,CM2 6LN
Royal Steamer,Pub,,51.737694,0.468124,The Royal Steamer,Essex,CM1 1QJ
Russells Restaurant,Restaurant,,51.716109,0.501377,Bell Street,Essex,CM2 7JS
Salsa Tapas And Grill,Restaurant,,51.7304344177246,0.474709004163742,8 Baddow Road,,CM2 0DG
San Chinese Restaurant,Restaurant,,51.727448,0.467885,136 Moulsham Street,,CM2 0JT
Sanctus,Restaurant,,51.738537,0.466533,30 - 32 Broomfield Road,,CM1 1SW
Sandon Sports Club,Pub,,51.713692,0.520643,Recreation Ground,Chelmsford,CM2 7SQ
Second Steps Day Nursery  Hanningfield,Restaurant,,51.6667354,0.5489562,Lodge Farmhouse,Chelmsford,CM3 8BH
Seven Elephants,Restaurant,,51.7305612,0.4744646,Ground Floor,,CM2 0DG
Shahjan Tandoori,Restaurant,,51.730685,0.474708,9 Baddow Road,,CM2 0BX
Shahjan Tandoori Restaurant,Restaurant,,51.7305976,0.4748721,9 Baddow Road,,CM2 0BX
Shelaghs,Restaurant,,51.6233851,0.5696097,Cromwell House Antiques,Wickford,SS11 7RF
Shepherdess Cafe,Restaurant,,51.736588,0.467731,30 Duke Street,,CM1 1HY
Six Bells,Pub,,51.764462,0.547994,Main Road,Essex,CM3 3JE
Slug And Lettuce/Mandu Guys/Hansik/Bibigo,Pub,,51.7323061,0.4767895,Slug And Lettuce,,CM2 6FL
Small Talk Tearooms,Restaurant,,51.732887,0.476494,25 - 27 Springfield Road,,CM2 6JE
Songs Buffet,Restaurant,,51.7348175048828,0.475412011146545,112 Bond Street,,CM1 1GH
"South Woodham Ferrers Rugby, Sports And Social Pavillion",Pub,,51.643541,0.619813,The Pavilion,South Woodham Ferrers,CM3 5XH
Spice Lounge,Restaurant,,51.7204973,0.49484855,Baddow Road,,CM2 7QE
Spirits,Pub,,51.7327766,0.4764541,Chelmer House,,CM2 6JE
Springfield Cricket Club,Pub,,51.741644,0.495704,Coronation Park,Essex,CM2 6AG
Springfield Park Baptist Church,Restaurant,,51.734567,0.484234,Springfield Park Baptist Church,Essex,CM2 6HS
Starbucks Coffee,Restaurant,,51.733192,0.471384,Starbucks,Chelmsford,CM1 1XL
Stewarts Deli And Tea Room,Restaurant,,51.734005,0.472963,4 Tindal Street,,CM1 1ER
Stock & Buttsbury Bowling Club,Pub,,51.665374,0.448717,The Bowling Green,Ingatestone,CM4 9NF
Strongs Coffee House,Restaurant,,51.733417,0.478652,74 Springfield Road,,CM2 6JY
Studio Libre,Restaurant,,51.7304344177246,0.474709004163742,Counter Culture Games,,CM2 0DG
Subway,Restaurant,,51.741359,0.473061,11 Bishop Hall Lane,,CM1 1SH
Subway,Restaurant,,51.732798,0.473042,12 New London Road,,CM2 0SW
Subway,Restaurant,,51.716602,0.475126,134 Gloucester Avenue,,CM2 9LG
Subway,Restaurant,,51.7361588,0.5069545,4 Village Square,,CM2 6RE
Subway,Restaurant,,51.7361771,0.4668532,SUBWAY,Chelmsford,CM1 1GZ
Subway,Restaurant,,51.7292661,0.4710485,SUBWAY,,CM2 0LD
Subway,Restaurant,,51.7738027,0.4892837,SUBWAY,Chelmsford Garden Community,CM3 3FY
Swales,Restaurant,,51.73383,0.470579,Stall K19B,Chelmsford,CM1 1XE
SWF Leisure Centre,Restaurant,,51.645596,0.619599,William De Ferrers Centre,Chelmsford,CM3 5JU
Taco Bell,Restaurant,,51.7308571,0.4736553,TACO BELL,,CM2 0LR
Tap Room 19,Pub,,51.6482391357422,0.604282975196838,19 Haltwhistle Road,Essex,CM3 5ZA
Taste Of Italy,Restaurant,,51.736092,0.466473,4 Dukes Walk,Essex,CM1 1GZ
Tasty,Restaurant,,51.7352855,0.4815883,124 Springfield Road,,CM2 6LF
Taz Restaurant And Bar,Restaurant,,51.64776701,0.55012008,Main Road,Essex,CM3 8DY
Tea Culture,Restaurant,,51.7289004,0.4704782,166 Moulsham Street,,CM2 0LD
Tea On The Green (Danbury) Ltd,Restaurant,,51.717063,0.581943,Tea On The Green,Chelmsford,CM3 4QF
Thai Bualuang Restaurant,Restaurant,,51.644003,0.616818,10 Guild Way,Essex,CM3 5TG
The Ale House,Pub,,51.735429,0.466393,24 - 26 The Arches,,CM1 1TS
The Anchor,Pub,,51.728681,0.469965,The Anchor PH,Essex,CM2 0LD
The Anchor PH,Pub,,51.717854,0.599102,The Anchor,Chelmsford,CM3 4QZ
The Angel,Pub,,51.762385,0.473485,160 Main Road,Essex,CM1 7AH
The Atlantic Hotel,Restaurant,,,,New Street,,CM1 1PP
The Baa,Restaurant,,51.737009,0.428095,The Barr,Writtle,CM1 3RR
The Bakers Arms,Pub,,51.716568,0.583609,7 Maldon Road,,CM3 4QH
The Barge Inn,Restaurant,,51.6232594,0.5708307,Barge Inn,Wickford,SS11 7RE
The Bear Inn,Restaurant,,51.66373,0.443003,The Bear,Ingatestone,CM4 9LH
The Beehive,Pub,,51.794716,0.454515,Barrack Lane,,CM3 1ES
The Bell,Pub,,51.7187728881836,0.564607977867126,126 Main Road,,CM3 4DT
The Bell Inn,Pub,,51.663931,0.59746,Main Road,Essex,CM3 8RF
The Black Bull,Pub,,51.7402201,0.4547276,244 Rainsford Road,,CM1 2PN
The Black Bull,Restaurant,,51.68972,0.417808,Main Road,Essex,CM4 9JA
The Black Horse,Pub,,51.7286987304688,0.470023989677429,165 Moulsham Street,,CM2 0LD
The Blaze Restaurant And Bar,Restaurant,,51.7294222,0.4717521,45 - 46 Moulsham Street,,CM2 0HY
The Blue Lion,Pub,,51.718436,0.498942,Tabors Hill,Chelmsford,CM2 7BT
The Bluebell Bistro,Restaurant,,51.6514116,0.5997047,The Blue Bell Bistro,Chelmsford,CM3 5QU
The Bootmaker,Pub,,51.731215,0.474737,3 - 4 Moulsham Street,,CM2 0HR
The Bread Boxx,Restaurant,,51.6445183,0.6181167,8 Heralds Way,Essex,CM3 5TQ
The Breakfast Club,Restaurant,,51.73134,0.473918,219 Moulsham Street,,CM2 0LR
The Butchers Arms,Restaurant,,51.832937,0.412728,Dunmow Road,Essex,CM6 3PJ
The Castle,Pub,,51.82367,0.503748,Main Road,Essex,CM3 1NE
The Chelmsford Club,Pub,,51.729475,0.468096,108 New London Road,,CM2 0RG
The Chequers,Pub,,51.728376,0.412789,11 Chequers Road,Essex,CM1 3NG
The Chequers,Restaurant,,51.751024,0.384004,The Chequers Inn,Chelmsford,CM1 4PD
The Christopher Unit,Restaurant,,51.776802,0.460965,Puddings Wood Drive,Essex,CM1 7LF
The Coffee Shop,Restaurant,,51.747717,0.583409,53 Church Street,Essex,CM3 7JA
The Compasses,Pub,,51.7445514,0.466494,141 Broomfield Road,,CM1 1RY
The Compasses,Pub,,51.826311,0.462996,Littley Green Road,Essex,CM3 1BU
The Copper Pot Cafe,Restaurant,,51.7163719,0.4739356,Police Station,Essex,CM2 9DS
The Court Yard,Restaurant,,51.7303974,0.474557,12 Baddow Road,,CM2 0DG
The Cricketers Arms,Pub,,51.712912,0.57357,Penny Royal Road,Essex,CM3 4ED
The Cricketers Inn,Pub,,51.727697,0.468434,143 Moulsham Street,,CM2 0JT
The Crown,Restaurant,,51.715084,0.523239,The Green,Essex,CM2 7SH
The Crystal Centre,Restaurant,,51.776802,0.460965,Puddings Wood Drive,Essex,CM1 7LF
The Curlew,Restaurant,,51.638846,0.606881,80 Gandalfs Ride,Essex,CM3 5WS
The Deli Hylands,Restaurant,,51.7116613,0.4356097,The Stables Visitor Centre,Essex,CM2 8WQ
The Deli Hylands Kiosk,Restaurant,,51.7171572,0.4299391,Hylands Park,Chelmsford,CM2 8FS
The Dog And Gun,Restaurant,,51.798338,0.520894,Boreham Road,,CM3 3NF
The Dog And Partridge,Pub,,51.833017,0.511146,191 Main Road,Essex,CM3 1NR
The Drunken Dragon,Restaurant,,51.689611,0.585445,The Brewers Arms,Chelmsford,CM3 4HD
The Duckquiri,Restaurant,,51.730834,0.427518,44 The Green,Essex,CM1 3DU
